,Gene,Pathway
1,pst:PSPTO_3554,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0948,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0948,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3843,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3843,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2177,Galactose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2177,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1041,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1041,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1041,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1041,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1041,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4798,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4798,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3816,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_3816,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3816,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3816,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3816,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1156,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1156,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4875,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4875,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5153,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5153,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5153,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5153,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2736,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2736,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2738,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2738,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4867,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4867,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4867,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4867,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1715,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1715,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1836,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1836,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4503,Monobactam biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4503,Lysine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4503,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4503,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4503,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4503,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4503,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1700,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1700,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1700,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1700,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1468,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1468,One carbon pool by folate - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1468,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1468,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1468,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1716,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1716,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1010,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1010,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1010,Two-component system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4480,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4480,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4480,Two-component system - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5241,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5241,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5241,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1742,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1742,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1742,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5150,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5150,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5150,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4878,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4878,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4880,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4880,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4876,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4876,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4874,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4874,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3154,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3154,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4877,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4877,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2709,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2709,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1708,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1708,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4396,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4396,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1714,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1714,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1717,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1717,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1556,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1556,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1556,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1556,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1105,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1105,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1105,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1105,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1560,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1560,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1560,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1560,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4983,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4983,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5221,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5221,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5221,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5222,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5222,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5222,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2566,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2566,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1056,Butanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2668,Riboflavin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2668,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2668,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2668,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1711,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1711,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1712,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1712,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2047,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2047,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0488,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0489,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0486,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0487,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0309,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0309,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0311,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0311,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2280,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2280,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2280,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1828,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1830,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1826,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1827,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2639,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2638,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2640,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1292,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3489,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3490,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3488,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0888,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0887,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0889,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2762,Starch and sucrose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2762,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2762,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5110,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5110,Biotin metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5110,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5110,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1546,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1546,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1546,Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0182,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0182,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3285,Ascorbate and aldarate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3285,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4976,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4976,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5002,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5002,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5001,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5001,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5003,Lipopolysaccharide biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5003,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0109,Sulfur metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4799,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4799,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5285,RNA degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4024,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0434,Thiamine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0434,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1538,Terpenoid backbone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1538,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2809,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2809,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2809,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3125,Starch and sucrose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3125,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3125,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3834,Glycerolipid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3834,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3834,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4182,D-Alanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4182,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4182,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4182,Vancomycin resistance - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0917,Oxidative phosphorylation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3149,Porphyrin and chlorophyll metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3149,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3318,Cyanoamino acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3318,Starch and sucrose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3318,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3318,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5051,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5051,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3262,Nitrogen metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3262,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3262,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3263,Nitrogen metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3263,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3263,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1153,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1153,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4314,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4314,One carbon pool by folate - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1907,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1907,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1907,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1907,Degradation of aromatic compounds - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0611,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0611,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2707,ABC transporters - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3788,Glutathione metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3788,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2174,"Valine, leucine and isoleucine biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_2174,C5-Branched dibasic acid metabolism - Pseudomonas syringae pv. tomato DC3000
